x, y
50.427822749430455, 164.24280029205013
51.44793626746433, 156.75781188351556
52.46804978549821, 149.27282347498098
53.37481735708388, 142.46828855813138
54.50827682156596, 136.00398038712422
55.52839033959984, 128.51899197858967
56.77519575053013, 121.37423031589758
57.90865521501222, 114.56969539904794
59.27769631489474, 107.47163600389734
60.52450172582503, 101.3475545787327
61.846873407083315, 94.46965411665225
63.39593352219424, 87.89858900592492
64.98277677246917, 81.77450758076024
66.56517515149206, 76.1907936104487
68.47649746220767, 69.95331019193407
69.72330287313797, 66.21081598766678
71.5368380163093, 61.78786829171455
73.5192817261009, 56.8512371843911
75.74397264864905, 51.91462684286028
77.91754755179907, 48.25885058846104
80.14890751074714, 44.53637460825333
81.96244265391847, 41.81456064151348
83.88932374353803, 39.432973420616136
85.97844090433414, 37.224842865247474
88.32314680973042, 34.789887557386294
90.02333600645355, 33.08875382817388
92.45249792468184, 31.1207588983498
94.60607090719779, 29.419625169137387
97.439719568403, 27.718491439924975
99.59329255091896, 26.017357710712563
101.86021147988313, 25.336904219027627
103.9004385159509, 24.316223981500187
106.28070339136326, 22.955316998130243
109.00100610612027, 21.934636760602803
111.38127098153265, 21.25418326891783
113.4214980176004, 20.573729777232895
115.99289581589309, 19.973328415993663
118.48650663775368, 18.952648178466223
121.18014012499862, 18.50568525869608
123.6737509468592, 17.825231767011147
126.3940536616162, 17.48500502116864
128.88766448347678, 17.144778275326175
131.4946212517856, 16.464324783641203
133.98823207364615, 16.12409803779873
136.59518884195495, 15.783871291956267
139.34438149032815, 15.383610639727614
141.72464636574054, 15.04338389388515
144.44494908049757, 14.703157148042642
146.7118680094617, 14.703157148042642
148.75209504552947, 14.362930402200178
