x, y
53.1259011079274, 197.63172365215473
53.80597678661665, 191.84786897283254
54.486052465305896, 186.40424103935285
55.05278219754694, 180.28015961418822
55.73285787623619, 174.49630493486603
56.29958760847723, 169.05267700138637
56.97966328716648, 163.60904906790665
57.77308491230394, 158.50564788026946
58.457605462245205, 152.5283390771516
59.25102708738267, 147.08471114367188
59.87776431104776, 142.02801222357618
60.70452420009721, 136.55770024661456
61.497945825234666, 131.45429905897737
62.30914693538018, 125.86389850345088
63.32926045341405, 120.4202705699712
64.23602802499973, 114.97664263649149
65.25614154303359, 109.87324144885429
66.27625506106747, 105.11006700705954
67.40971452554956, 100.00666581942235
68.42982804358343, 95.24349137762762
69.44994156161731, 90.82054368167536
70.59450974518565, 87.11139934031232
71.7946457374917, 82.75517213596112
72.92810520197378, 79.01267793169384
74.2838082290565, 74.78320512532989
75.5306136399868, 71.38093766690506
76.99077978910124, 67.64510928206012
79.82442845030644, 61.18080111105297
78.35315185258386, 64.26952586711724
81.50461053782985, 57.39160463924419
83.09145378810477, 54.66979067250434
84.6782970383797, 51.947976705764525
86.71852407444744, 48.885935993182166
88.41871327117057, 46.50434877228482
90.23224841434191, 44.12276155138744
92.15912950396145, 42.08140107633256
93.85931870068458, 40.04004060127768
95.89954573675234, 38.338906872065266
98.0531187192683, 36.63777314285289
100.09334575533606, 34.93663941364048
101.90688089850738, 33.575732430270534
104.17379982747156, 32.21482544690063
106.21402686353932, 30.85391846353072
108.07645904952655, 29.799888363099036
110.11668608559431, 29.119434871414065
111.93022122876565, 28.098754633886625
113.97044826483338, 27.418301142201653
115.89732935445294, 26.73784765051672
117.82421044407248, 26.057394158831745
119.75109153369203, 25.376940667146773
121.67797262331158, 24.6964871754618
124.17158344517216, 24.016033683776868
126.08957479228768, 23.282212105128096
128.35649372125184, 22.94198535928559
130.05668291797497, 22.60175861344312
132.0969099540427, 22.261531867600617
133.91044509721405, 21.92130512175815
136.06401807973003, 21.240851630073177
138.10424511579777, 20.90062488423071
140.48450999121013, 20.560398138388244
142.41139108082967, 20.220171392545737
144.33827217044924, 19.87994464670327
146.2651532600688, 19.539717900860804
147.96534245679192, 19.539717900860804
