x, y
50.45894030723832, 149.29952828425547
51.932437611065026, 139.09272590898107
51.13901598592757, 144.19612709661828
52.72585923620249, 133.98932472134385
53.51928086133995, 129.22615027954913
54.65274032582203, 123.10206885438447
55.535059375999744, 117.45830021189417
56.781864786930036, 110.65376529504454
57.65529409460372, 105.9639771642732
58.6020655074575, 100.50033100673394
59.62217902549138, 96.07738331078168
60.755638489973464, 90.97398212314448
61.88909795445555, 86.55103442719222
63.24924931183405, 80.76717974787005
64.38270877631614, 76.68445879776029
65.78286397496275, 71.55437356664119
67.36970722523766, 66.79119912484646
68.84320452906438, 62.3682514288942
70.4300477793393, 57.94530373294194
72.13023697606242, 53.86258278283218
74.17046401213017, 49.77986183272242
75.75730726240509, 46.377594374297594
78.02422619136927, 42.975326915872806
82.10468026350478, 37.19147223655064
79.95110728098881, 39.91328620329049
84.25825324602073, 34.469658269810786
86.18513433564027, 32.428297794755906
88.33870731815624, 30.386937319701026
90.15224246132757, 29.02603033633108
92.19246949739532, 27.324896607118667
95.02833713518277, 25.517026703978658
97.97533174283619, 23.815892974766246
100.46894256469677, 22.114759245553834
102.73586149366093, 21.43430575386886
105.34281826196974, 20.41362551634142
107.60973719093391, 19.392945278813983
109.53661828055345, 18.712491787129046
111.69019126306941, 18.032038295444075
113.76153585694502, 17.378268847241003
115.68841694656456, 17.03804210139853
118.06868182197695, 16.35758860971356
120.67563859028576, 15.67713511802863
123.05590346569812, 15.336908372186123
125.4361683411105, 14.996681626343658
128.15647105586748, 14.31622813465868
130.6500818777281, 14.31622813465868
133.14369269958866, 13.63577464297375
135.63730352144927, 13.295547897131243
137.22414677172418, 12.955321151288778
139.60441164713654, 12.955321151288778
141.87133057610072, 12.615094405446271
144.1382495050649, 12.274867659603807
146.29182248758087, 11.934640913761335
148.21870357720042, 11.934640913761335
