8.699676e+02	8.528988e+02	8.370952e+02	8.199587e+02	8.018965e+02	7.787074e+02	7.552260e+02	7.302940e+02	7.026270e+02	6.738589e+02	6.413335e+02	6.067439e+02	5.713059e+02	5.344732e+02	4.959452e+02	4.539312e+02	4.116430e+02	3.715411e+02	3.292858e+02	2.871326e+02	2.456822e+02	2.064162e+02	1.707638e+02	1.375531e+02	1.072939e+02	8.179392e+01	6.124947e+01	4.262359e+01	2.849246e+01	1.840846e+01	1.064579e+01	5.868134e+00	2.893383e+00	1.308858e+00	5.569679e-01	1.912702e-01	6.182696e-02	2.028194e-02	4.747001e-03	1.038441e-03	2.165034e-04	3.868925e-05	5.414938e-06	5.803318e-07	5.432917e-08	3.638523e-09	1.795984e-10	6.130381e-12	1.381562e-13	1.889846e-15	1.680239e-17	7.309962e-20	1.806571e-22	1.978110e-25	8.941678e-29	1.694026e-32	1.092360e-36	2.036634e-41	1.072114e-46	1.263231e-52	2.691660e-59	8.870807e-67	4.049748e-75	1.497530e-84	4.399232e-95	6.840581e-107	3.447409e-120	4.332479e-135	8.539695e-152	1.498401e-170	1.396126e-191	3.355675e-215	1.089241e-241	2.241064e-271	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.745049e+02	9.579261e+02	9.408973e+02	9.200088e+02	8.988203e+02	8.741378e+02	8.493189e+02	8.184447e+02	7.879484e+02	7.549399e+02	7.178913e+02	6.809985e+02	6.432884e+02	6.006043e+02	5.542134e+02	5.105943e+02	4.637327e+02	4.161346e+02	3.697128e+02	3.232603e+02	2.765897e+02	2.322026e+02	1.910736e+02	1.549340e+02	1.211904e+02	9.153891e+01	6.818743e+01	4.794250e+01	3.196431e+01	2.025423e+01	1.172787e+01	6.253324e+00	3.120959e+00	1.440759e+00	5.821341e-01	2.076309e-01	6.750364e-02	1.848145e-02	4.748500e-03	1.023018e-03	2.071332e-04	3.227707e-05	4.990344e-06	5.646924e-07	5.490794e-08	3.407011e-09	1.745987e-10	6.476417e-12	1.317142e-13	1.898903e-15	1.626595e-17	7.704171e-20	1.765144e-22	1.925267e-25	9.008008e-29	1.637816e-32	1.070399e-36	2.163479e-41	1.071702e-46	1.212602e-52	2.737179e-59	9.760411e-67	4.080435e-75	1.628249e-84	4.686954e-95	6.583519e-107	3.511673e-120	4.324646e-135	8.428538e-152	1.684897e-170	1.431552e-191	3.397410e-215	1.122641e-241	2.166864e-271	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.093452e+03	1.075432e+03	1.054895e+03	1.034957e+03	1.007458e+03	9.802831e+02	9.507732e+02	9.195149e+02	8.839398e+02	8.469284e+02	8.066727e+02	7.636215e+02	7.215155e+02	6.745717e+02	6.227263e+02	5.715274e+02	5.207450e+02	4.675721e+02	4.152653e+02	3.630156e+02	3.106582e+02	2.602536e+02	2.148990e+02	1.739546e+02	1.355071e+02	1.036961e+02	7.626380e+01	5.329612e+01	3.603707e+01	2.286729e+01	1.306088e+01	6.749100e+00	3.457912e+00	1.514580e+00	6.161608e-01	2.201600e-01	6.981741e-02	1.982333e-02	4.627720e-03	9.183828e-04	1.827694e-04	3.023091e-05	4.431509e-06	5.309440e-07	4.551739e-08	3.064842e-09	1.587361e-10	5.963678e-12	1.211097e-13	1.811014e-15	1.484614e-17	7.478709e-20	1.741120e-22	1.876407e-25	9.117826e-29	1.547503e-32	1.048208e-36	2.095097e-41	9.908107e-47	1.270815e-52	2.587080e-59	9.220776e-67	3.775704e-75	1.485779e-84	4.407780e-95	7.071312e-107	3.208697e-120	4.238113e-135	8.586557e-152	1.602803e-170	1.425296e-191	3.372461e-215	1.193780e-241	2.078595e-271	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.228485e+03	1.207463e+03	1.183611e+03	1.157583e+03	1.130387e+03	1.100474e+03	1.067707e+03	1.033322e+03	9.917968e+02	9.506109e+02	9.067137e+02	8.585539e+02	8.060336e+02	7.528185e+02	6.985585e+02	6.436203e+02	5.854682e+02	5.268029e+02	4.648766e+02	4.062210e+02	3.488215e+02	2.926161e+02	2.415609e+02	1.942966e+02	1.524413e+02	1.160896e+02	8.560645e+01	6.058213e+01	4.065064e+01	2.530497e+01	1.467659e+01	7.624447e+00	3.685961e+00	1.572501e+00	6.237834e-01	2.211516e-01	6.555053e-02	1.860196e-02	4.439043e-03	9.555643e-04	1.493601e-04	2.892286e-05	4.190520e-06	4.516778e-07	4.684109e-08	2.921173e-09	1.459597e-10	5.145041e-12	1.269080e-13	2.151520e-15	1.578092e-17	7.328721e-20	1.715478e-22	1.825948e-25	8.880321e-29	1.758031e-32	1.008093e-36	2.170936e-41	1.084173e-46	1.192260e-52	2.733573e-59	9.010929e-67	4.109571e-75	1.566342e-84	4.632055e-95	6.518075e-107	3.457959e-120	4.893075e-135	9.739856e-152	1.517090e-170	1.371342e-191	3.723581e-215	1.153142e-241	2.356204e-271	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.378383e+03	1.355640e+03	1.328816e+03	1.300265e+03	1.268315e+03	1.235337e+03	1.200575e+03	1.159406e+03	1.114991e+03	1.067581e+03	1.017679e+03	9.639413e+02	9.056841e+02	8.460427e+02	7.842517e+02	7.230606e+02	6.603832e+02	5.926483e+02	5.234478e+02	4.580773e+02	3.918229e+02	3.272156e+02	2.700813e+02	2.191348e+02	1.718602e+02	1.297992e+02	9.613345e+01	6.736901e+01	4.455325e+01	2.803254e+01	1.571599e+01	8.089444e+00	3.970308e+00	1.733186e+00	6.232564e-01	2.036492e-01	6.707385e-02	1.759914e-02	4.221926e-03	9.487804e-04	1.639030e-04	2.771715e-05	4.201480e-06	3.918649e-07	3.926142e-08	2.821265e-09	1.413495e-10	5.078832e-12	1.108248e-13	1.689832e-15	1.623094e-17	7.091921e-20	1.691904e-22	1.808147e-25	8.516428e-29	1.765548e-32	1.038764e-36	2.166842e-41	1.004064e-46	1.211195e-52	2.657504e-59	8.680671e-67	3.515187e-75	1.503169e-84	3.965903e-95	6.705898e-107	3.486993e-120	4.067328e-135	7.552076e-152	1.598725e-170	1.501483e-191	3.466550e-215	1.225370e-241	2.569707e-271	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.544542e+03	1.519158e+03	1.489201e+03	1.458116e+03	1.428800e+03	1.386727e+03	1.343402e+03	1.299173e+03	1.250606e+03	1.200851e+03	1.139222e+03	1.079558e+03	1.017329e+03	9.505108e+02	8.875816e+02	8.150992e+02	7.375911e+02	6.653079e+02	5.885308e+02	5.156993e+02	4.407981e+02	3.682957e+02	3.047605e+02	2.443160e+02	1.914024e+02	1.475493e+02	1.088425e+02	7.528766e+01	4.855471e+01	3.009367e+01	1.797817e+01	8.793688e+00	4.048081e+00	1.804801e+00	6.051484e-01	2.178666e-01	6.065318e-02	1.564499e-02	3.604912e-03	8.326195e-04	1.338139e-04	2.841499e-05	3.028617e-06	4.154414e-07	3.801520e-08	2.467322e-09	1.334406e-10	4.636709e-12	1.122896e-13	1.815767e-15	1.356002e-17	7.099802e-20	1.690836e-22	1.881524e-25	9.782204e-29	1.516473e-32	1.070545e-36	1.844387e-41	9.965888e-47	1.080087e-52	2.477334e-59	8.746788e-67	3.145703e-75	1.528070e-84	3.588561e-95	6.082232e-107	3.568063e-120	4.112461e-135	8.008353e-152	1.381632e-170	1.481276e-191	3.344745e-215	1.168655e-241	2.166218e-271	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.736344e+03	1.708776e+03	1.673865e+03	1.640296e+03	1.600680e+03	1.553644e+03	1.506019e+03	1.460669e+03	1.404517e+03	1.343698e+03	1.281734e+03	1.216076e+03	1.142874e+03	1.064035e+03	9.897494e+02	9.112006e+02	8.271848e+02	7.454804e+02	6.635697e+02	5.792739e+02	4.953466e+02	4.145757e+02	3.399663e+02	2.749178e+02	2.150922e+02	1.651309e+02	1.218793e+02	8.407899e+01	5.625681e+01	3.427936e+01	1.911149e+01	9.873970e+00	4.444476e+00	1.770808e+00	6.496983e-01	1.856509e-01	6.053359e-02	1.481625e-02	3.542833e-03	7.366516e-04	1.590052e-04	1.642848e-05	2.098136e-06	3.486186e-07	2.591704e-08	2.298313e-09	1.178154e-10	3.097672e-12	1.023148e-13	1.530807e-15	1.123403e-17	6.850084e-20	1.483226e-22	1.633812e-25	6.441404e-29	1.647859e-32	9.929037e-37	1.881306e-41	8.994145e-47	1.109465e-52	2.402291e-59	8.271236e-67	3.332456e-75	1.358813e-84	3.422467e-95	5.118283e-107	2.936881e-120	3.796541e-135	7.680569e-152	1.263622e-170	1.299184e-191	3.184249e-215	1.102541e-241	2.159536e-271	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.945740e+03	1.913700e+03	1.879212e+03	1.837498e+03	1.792462e+03	1.748794e+03	1.693664e+03	1.637705e+03	1.577702e+03	1.507538e+03	1.435472e+03	1.361433e+03	1.283988e+03	1.197263e+03	1.110424e+03	1.028758e+03	9.359829e+02	8.388037e+02	7.481396e+02	6.505212e+02	5.549465e+02	4.678330e+02	3.852932e+02	3.070519e+02	2.418475e+02	1.848838e+02	1.345343e+02	9.375785e+01	6.220517e+01	3.763470e+01	2.046154e+01	1.057768e+01	4.403646e+00	1.709199e+00	6.265391e-01	2.093494e-01	5.886412e-02	1.619029e-02	3.117619e-03	5.413992e-04	1.205350e-04	1.566146e-05	1.954620e-06	2.642999e-07	2.863097e-08	1.934172e-09	7.573641e-11	3.208290e-12	8.918284e-14	1.250308e-15	1.141378e-17	5.354237e-20	1.228804e-22	1.400622e-25	7.322471e-29	1.324349e-32	8.586385e-37	1.445939e-41	8.946064e-47	9.256508e-53	1.975697e-59	7.886003e-67	2.934974e-75	1.269181e-84	3.388298e-95	5.280743e-107	2.462754e-120	3.080155e-135	7.530064e-152	1.337416e-170	1.241022e-191	3.174038e-215	1.175981e-241	2.404035e-271	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.180975e+03	2.144529e+03	2.106801e+03	2.061918e+03	2.010199e+03	1.964341e+03	1.902905e+03	1.834272e+03	1.769442e+03	1.693553e+03	1.610992e+03	1.529219e+03	1.437426e+03	1.346860e+03	1.248178e+03	1.157657e+03	1.048749e+03	9.417703e+02	8.407321e+02	7.353055e+02	6.253125e+02	5.260239e+02	4.306269e+02	3.426829e+02	2.702685e+02	2.079799e+02	1.531907e+02	1.050301e+02	6.963487e+01	4.106865e+01	2.214187e+01	1.085645e+01	4.887258e+00	1.786359e+00	6.489644e-01	1.792349e-01	5.471204e-02	1.274605e-02	2.238208e-03	3.585935e-04	5.136452e-05	1.381759e-05	1.845322e-06	1.371122e-07	2.108608e-08	1.085237e-09	8.652253e-11	2.449849e-12	8.303251e-14	1.048609e-15	9.688377e-18	4.263425e-20	1.215897e-22	1.317307e-25	6.722139e-29	1.321911e-32	7.804826e-37	1.255264e-41	7.222211e-47	1.031435e-52	1.931755e-59	6.744086e-67	2.887097e-75	1.182225e-84	2.711903e-95	4.110532e-107	2.510282e-120	3.505012e-135	7.275417e-152	1.156204e-170	1.200896e-191	2.917069e-215	1.033872e-241	1.748494e-271	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.449542e+03	2.409759e+03	2.365787e+03	2.315703e+03	2.263407e+03	2.199754e+03	2.133117e+03	2.053334e+03	1.985259e+03	1.900932e+03	1.808217e+03	1.716428e+03	1.617653e+03	1.511310e+03	1.406082e+03	1.296463e+03	1.176242e+03	1.063318e+03	9.421237e+02	8.266304e+02	7.065621e+02	5.880826e+02	4.837899e+02	3.896410e+02	3.056580e+02	2.328232e+02	1.674158e+02	1.164204e+02	7.780633e+01	4.518590e+01	2.439982e+01	1.169283e+01	4.960370e+00	1.787426e+00	5.512219e-01	1.872619e-01	4.374961e-02	1.124889e-02	2.034009e-03	3.608687e-04	5.290936e-05	1.011510e-05	1.456577e-06	1.729668e-07	1.690309e-08	1.033214e-09	5.374271e-11	2.019517e-12	4.777650e-14	8.108714e-16	9.496102e-18	3.696450e-20	1.035375e-22	1.218737e-25	5.626843e-29	1.223376e-32	6.431038e-37	1.235698e-41	7.966107e-47	7.072319e-53	1.474587e-59	5.569304e-67	2.480148e-75	9.546626e-85	2.929056e-95	4.861395e-107	2.161563e-120	2.777633e-135	6.425190e-152	1.122471e-170	1.049836e-191	2.630452e-215	9.805727e-242	1.890068e-271	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
